호선명,역명,엘리베이터 관리번호,근접 출입구번호,상세위치,시작층(지상/지하),시작층(운행역층),종료층(지상/지하),종료층(운행역층),정원(인원수),정원(중량)(kg),승강기 상태,승강기 일련번호
2호선,센텀시티,4,10번,"(B1) 신세계백화점 화장실 옆 
(1F) 12번 출입구 옆",지하,2,지하,1,15,1150,운행,8051-780
2호선,센텀시티,5,,"(B1) 표 내는 곳 계단 옆 
(B2) 벡스코역 방향 승강장 5-2 출입문 앞",지하,2,지하,1,10,750,운행,8008-146
2호선,센텀시티,6,,"(B1) 표 내는 곳 계단 옆 
(B2) 민락역 방향 승강장 6-4 출입문 앞",지하,2,지하,1,10,750,운행,8008-147
2호선,벡스코,1,1번,"(1F) 1번 출입구 옆
(B1) 1번 출입구 방향 엘리베이터 연결통로",지하,1,지상,1,13,1000,운행,8036-280
2호선,벡스코,2,"2번, 4번","(1F) 2, 4번 출입구 옆
(B1) 2, 4번 출입구 옆",지하,1,지상,1,10,750,운행,8036-281
2호선,벡스코,3,7번,"(1F) 7번 출입구
(B1) 7번 출입구 방향 엘리베이터 연결통로",지하,1,지상,1,13,1000,운행,8096-977
2호선,벡스코,4,"9번, 11번","(1F) 9, 11번 출입구 옆
(B1) 9, 11번 출입구 옆",지하,1,지상,1,10,750,운행,8036-282
2호선,벡스코,5,"6번, 8번","(1F) 6, 8번 출입구 옆
(B1) 6, 8번 출입구 옆",지하,1,지상,1,13,1000,운행,8036-283
2호선,벡스코,6,,"(B1) 표내는곳 내 계단 옆
(B2) 동백역 방향 승강장 2-2 출입문 앞",지하,2,지하,1,10,750,운행,8079-696
2호선,벡스코,7,,"(B1) 표내는곳 내 계단 옆
(B2) 센텀시티역 방향 승강장 5-3 출입문 앞",지하,2,지하,1,10,750,운행,8061-548
2호선,동백,1,1번,"(1F) 1번 출입구 옆
(B1) 1번 출입구 옆",지하,1,지상,1,13,1000,운행,8004-725
2호선,동백,2,4번,"(1F) 4번 출입구 옆
(B1) 4번 출입구 옆",지하,1,지상,1,13,1000,운행,8004-726
2호선,동백,3,,"(B1) 1번 출입구 방향 해운대행 표 내는 곳 안
(B2) 해운대역 방향 승강장 5-1 출입문 앞",지하,2,지하,1,13,1000,운행,8048-451
2호선,동백,4,,"(B1) 2번 출입구 방향 벡스코행 표 내는 곳 안
(B2) 벡스코역 방향 승강장 6-4 출입문 앞",지하,2,지하,1,13,1000,운행,8048-452
2호선,해운대,1,5번,"(1F) 5번/7번 출입구 사이 엘리베이터, 5번 출입구 옆
(B1) 5번/7번 출입구 사이 방향",지하,B1,지상,1F,13,1000,운행,8082-659
2호선,해운대,2,2번,"(1F) 2번/4번 출입구 사이 엘리베이터, 2번 출입구 옆
(B1) 2번/4번 출입구 사이 방향",지하,B1,지상,1F,13,1000,운행,8035-378
2호선,해운대,3,,"(B2) 동백역 방향 승강장 5-2 출입문 앞
(B1) 표내는 곳 내 계단 옆, 1번 출입구 방향",지하,B2,지하,B1,13,1000,운행,8035-376
2호선,해운대,4,,"(B2) 중동역 방향 승강장 6-4 출입문 근처
(B1) 표내는 곳 내 계단 옆, 2번 출입구 방향",지하,B2,지하,B1,13,1000,운행,8035-377
2호선,중동,1,5번,"(B1) 5번 출입구 옆
(1F) 5번 출입구 옆",지하,1,지상,1,13,1000,운행,8008-089
2호선,중동,2,4번,"(B1) 4번 출입구 옆
(1F) 4번 출입구 옆",지하,1,지상,1,13,1000,운행,8008-090
2호선,중동,3,7번,"(B1) 7번 출입구 옆
(1F) 7번 출입구 옆",지하,1,지상,1,13,1000,운행,8050-160
2호선,중동,4,8번,"(B1) 8번 출입구 옆
(1F) 8번 출입구 옆",지하,1,지상,1,13,1000,운행,8008-091
2호선,중동,5,,"(B1) 1번대/10번대 표 내는 곳 앞
(B2) 장산역 방향 승강장 1-1 출입문 옆",지하,2,지하,1,13,1000,운행,8057-765
2호선,중동,6,,"(B1) 40번대 표 내는 곳 앞
(B2) 해운대역 방향 승강장 6-4 출입문 옆",지하,2,지하,1,13,1000,운행,8057-766
2호선,장산,1,"5, 7번",(1F) 5번/7번 출입구 사이 엘리베이터,지하,1,지상,1,13,1000,운행,8079-658
2호선,장산,2,"6, 8번",(1F)  6번/8번 출입구 사이 엘리베이터,지하,1,지상,1,13,1000,운행,8018-341
2호선,장산,3,,(B2) 양산행 방향 승강장 2-1출입문 앞,지하,2,지하,1,13,1000,운행,8019-496
3호선,망미,1,3번,B1 3번 출입구 앞,지하,1층,지상,1층,13,1000,운행,8053-051
3호선,망미,2,4번,B1 4번 출입구 앞,지하,1층,지상,1층,13,1000,운행,8053-052
3호선,망미,3,3번,B1 10번대 표내는곳 방향 > B6 수영역 방향 승강장 4-2 출입문 앞,지하,6층,지하,1층,15,1150,운행,8053-053
3호선,망미,4,4번,B1 20번대 표내는곳 방향 > B6 배산역 방향 승강장 4-2 출입문 앞,지하,6층,지하,1층,15,1150,운행,8053-054
3호선,망미,5,3번,B1 10번대 표내는곳 방향 > B6 수영역 방향 승강장 4-2 출입문 앞,지하,6층,지하,1층,15,1150,운행,8053-055
3호선,망미,6,4번,B1 20번대 표내는곳 방향 > B6 배산역 방향 승강장 4-2 출입문 앞,지하,6층,지하,1층,15,1150,운행,8053-056
3호선,배산,1,5번,"(1F) 5번 출입구 옆
(B1) 5번 출입구 방향",지하,1,지상,1,13,1000,운행,8052-531
3호선,배산,2,6번,"(1F) 6번 출입구 옆
(B1) 6번 출입구 방향",지하,1,지상,1,13,1000,운행,8052-532
3호선,배산,3,,"(B1) 10번대 개집표기 내
(B8) 승강장(수영방면)",지하,8,지하,1,15,1150,운행,8036-730
3호선,배산,4,,"(B1) 20번대 개집표기 내
(B8) 승강장(대저방면)",지하,8,지하,1,15,1150,운행,8036-731
3호선,배산,5,,"(B1) 1번대 개집표기 내
(B8) 승강장(수영방면)",지하,8,지하,1,15,1150,운행,8036-732
3호선,배산,6,,"(B1) 30번대 개집표기 내
(B8) 승강장(대저방면)",지하,8,지하,1,15,1150,운행,8036-733
3호선,물만골,1,"1, 3번","(1F) 1, 3번 출입구 사이 엘리베이터
(B2) 표 내는 곳 옆, 1번/3번 출입구 방향",지하,2,지상,1,13,1000,운행,8054-417
3호선,물만골,2,"2, 4번","(1F) 2, 4번 출입구 사이 엘리베이터
(B1) 만남의 장소 옆, 2번/4번 출입구 방향
(B2) 고객센터 옆 2번/4번 출입구 방향",지하,2,지상,1,13,1000,운행,8054-418
3호선,물만골,3,,"(B2) 표 내는 곳 내 1번/3번 출입구 방향
(B5) 배산역 방향 승강장 1-1 출입문 앞",지하,5,지하,2,13,1000,운행,8054-419
3호선,물만골,4,,"(B2) 표 내는 곳 내 2번/4번 출입구 방향
(B5) 연산역 방향 승강장 1-1 출입문 앞",지하,5,지하,2,13,1000,운행,8054-420
3호선,3연산,1,4번,"(1F) 4번 출입구 뒤
(B1) 4번 출구 옆",지하,1,지상,1,13,1000,운행,8055-904
3호선,3연산,2,17번,"(B1) 고객센터 앞
(B2) 시청방향 승강장 4-3 앞
(B4) 물만골방향 승강장 2-1 앞",지하,4,지하,1,13,1000,운행,8055-902
3호선,3연산,3,4번,"(B1) 네이쳐리퍼블릭 상가 뒤, 화장실 근처
(B2) 교대방향 승강장 4-2 앞
(B4) 거제방향 승강장 3-2 앞",지하,4,지하,1,13,1000,운행,8055-903
3호선,거제,1,3번,(B1) 3번출구 옆,지하,B1,지상,1,13,1000,운행,8052-619
3호선,거제,2,4번,(B1) 4번출구 쪽,지하,B1,지상,1,13,1000,운행,8052-620
3호선,거제,3,5번,(B1) 5번출구 옆,지하,B1,지상,1,13,1000,운행,8052-621
3호선,거제,4,8번,(B1) 8번출구 옆,지하,B1,지상,1,13,1000,운행,8052-622
3호선,거제,5,,(B2) 수영방향 승강장 1-4 출입문 앞,지하,B2,지하,B1,13,1000,운행,8036-115
3호선,거제,6,,(B2) 대저방향 승강장 1-4 출입문 앞,지하,B2,지하,B1,13,1000,운행,8036-116
3호선,종합운동장,1,7번,(B2) 부산시의료원 방향 중앙통로,지하,2,지상,1,10,750,운행,8052-623
3호선,종합운동장,2,4번,(B2) 사직방향 대합실 화장실 옆,지하,2,지상,1,10,750,운행,8052-624
3호선,종합운동장,3,11번,(B2) 종합운동장 방향 중앙통로,지하,2,지상,1,10,750,운행,8052-625
3호선,종합운동장,4,,(B3) 사직방향 승강장 1-1 앞,지하,3,지하,2,13,1000,운행,8036-838
3호선,종합운동장,5,,(B3) 거제방향 승강장 1-1 앞,지하,3,지하,2,13,1000,운행,8036-839
3호선,사직,1,3번,"(1F) 3번 출입구 옆
(B1) 대합실, 3번 출입구 방향",지하,1,지상,1,13,1000,운행,8052-629
3호선,사직,2,4번,"(1F) 4번 출입구 옆
(B1) 대합실 화장실 옆, 4번 출입구 방향",지하,1,지상,1,13,1000,운행,8052-630
3호선,사직,3,,"(B1) 표 내는 곳 내 계단 옆, 1번 출입구 방향
(B2) 종합운동장역 방향 승강장 3-3",지하,2,지하,1,13,1000,운행,8037-860
3호선,사직,4,,"(B1) 표 내는 곳 내 계단 옆, 2번 출입구 방향
(B2) 미남역 방향 승강장 3-3",지하,2,지하,1,13,1000,운행,8037-861
3호선,미남,1,1번,"(F1) 1번/3번 출입구 사이 엘리베이터
(B1) 1번/3번 출입구 방향",지하,1,지상,1,13,1000,운행,8036-112
3호선,미남,2,2번,"(F1) 2번/4번 출입구 사이 엘리베이터
(B1) 2번/4번 출입구 방향",지하,1,지상,1,13,1000,운행,8036113
3호선,미남,3,,"(B1) 5번/6번 출입구 사이
(B2) 만덕역 방향 승강장 1-1 출입문 앞 
(B3) 동래역 방향 승강장 4-1 출입문 앞 ",지하,3,지하,1,13,1000,운행,8036114
3호선,만덕,1,3번,지하1층 대합실 > 3번출구 방향,지하1층,지하1층,지상,지상,13,1000,운행,8052920
3호선,만덕,2,4번,지하1층 대합실 > 4번출구 방향,지하1층,지하1층,지상,지상,13,1000,운행,8052921
3호선,만덕,3,,지하9층 승강장 > 지하1층 대합실,지하9층,지하1층,지하1층,지하1층,15,1150,운행,8051216
3호선,만덕,4,,지하9층 승강장 > 지하1층 대합실,지하9층,지하1층,지하1층,지하1층,15,1150,운행,8051217
3호선,만덕,5,,지하9층 승강장 > 지하1층 대합실,지하9층,지하1층,지하1층,지하1층,15,1150,운행,8052922
3호선,만덕,6,,지하9층 승강장 > 지하1층 대합실,지하9층,지하1층,지하1층,지하1층,15,1150,운행,8052923
3호선,만덕,7,,지하9층 승강장 > 지하1층 대합실,지하9층,지하1층,지하1층,지하1층,15,1150,운행,8052924
3호선,남산정,1,"3,5번","(B1) 3번/5번 출입구 방향
(1F) 3번/5번 출입구 사이 엘리베이터, 3번 출입구 옆",시작층(지하),시작층(B1),종료층(지상),종료층(1F),13,1000,운행,8052925
3호선,남산정,2,4번,"(B1) 4번 출입구 방향
(1F) 2번/4번 출입구 사이 엘리베이터, 4번 출입구 옆",시작층(지하),시작층(B1),종료층(지상),종료층(1F),13,1000,운행,8052926
3호선,남산정,3,,"(B2) 만덕역 방향 승강장 4-1 출입문 앞
(B1) 10번대 게이트 옆, 1번/2번 출입구 방향",시작층(지하),시작층(B2),종료층(지하),종료층(B1),13,1000,운행,8037609
3호선,남산정,4,,"(B2) 숙등역 방향 승강장 4-1 출입문 앞
(B1) 20번대 게이트 옆, 1번/2번 출입구 방향",시작층(지하),시작층(B2),종료층(지하),종료층(B1),13,1000,운행,8037610
3호선,숙등,1,1번,"(1F) 1번/3번 출입구 사이
(B1) 1번 출입구 방향",지하,1,지상,1,13,1000,운행,8052874
3호선,숙등,2,2번,"(1F) 2번/4번 출입구 사이
(B1) 2번 출입구 방향",지하,1,지상,1,13,1000,운행,8052875
3호선,숙등,3,,"(B1) 5번 출입구 방향
(B3) 남산정역 방향 숭강장 1-3 출입문 앞
",지하,3,지하,1,13,1000,운행,8052876
3호선,숙등,4,,"(B1) 6번 출입구 방향
(B3) 덕천역 방향 숭강장 1-3 출입문 앞
",지하,3,지하,1,13,1000,운행,8052877
3호선,덕천,1,9번,"(1F) 9번 출입구 근처
(B1) 9번 출입구 방향",지하,1,지상,1,10,750,운행,8052878
3호선,덕천,2,12번,"(1F) 12번 출입구 근처
(B1) 12번 출입구 방향",지하,1,지상,1,10,750,운행,8052879
3호선,덕천,3,,"(B1) 표 내는 곳 앞, 9번/12번 출입구 방향
(B2) 수정역 방향 환승통로
(B3) 구포역 방향 승강장 4-2 출입문 앞",지하,3,지하,1,13,1000,운행,8037484
3호선,덕천,4,,"(B1) 물품보관함 옆, 6번/8번 출입구 방향
(B2) 수정역 방향 승강장 6-4 출입문 앞
(B3) 구포역 방향 승강장 1-2 출입문 앞",지하,3,지하,1,13,1000,운행,8037485
3호선,덕천,5,,"(B1) 표 내는 곳 내부 계단 옆, 5번 출입구 방향
(B2) 구명역 방향 승강장 6-4 출입문 앞
(B3) 구포역 방향 승강장 1-1 출입문 앞",지하,3,지하,1,13,1000,운행,8037485
3호선,구포,1,"1, 3번","(1B) 버스정류장 옆 (1F) 철도 구포역 방향 육교 (2F) 1,3번 출입구 옆",지상,2,지하,1,13,1000,운행,8002908
3호선,구포,2,,(2F)  1번대 표내는곳 앞 (1F) 덕천역 방향 승강장 2-1 출입문 앞,지상,2,지상,1,13,1000,운행,8002909
3호선,구포,3,,(2F) 30번대 표내는곳 앞 (1F) 강서구청역 방향 승강장 2-1 출입문 앞,지상,2,지상,1,13,1000,운행,8002910
3호선,강서구청,1,1번,1층 1번 출입구와 주차장 출입구 중간에 위치,지상,1,지상,4,13,1000,운행,8037780
3호선,강서구청,2,,(4F) 4층 대저방향 게이트 출입구 방향,지상,4,지상,5,13,1000,운행,8037781
3호선,강서구청,3,,(4F) 4층 수영방향 게이트 출입구 방향,지상,4,지상,5,13,1000,운행,8037782
3호선,체육공원,1,"1,2번",2번 출구 맞은편/1번 출구 옆,지상층,1층,지상층,3층,13,1000,운행,8048439
3호선,체육공원,2,,게이트 20번대 안쪽,지상층,3층,지상층,4층,13,1000,운행,8048440
3호선,체육공원,3,,게이트 10번대 안쪽,지상층,3층,지상층,4층,13,1000,운행,8048441
3호선,대저,1,1번,"(1F) 2번 출입구 근처 수방함 옆
(MF) 1번 출입구 근처 벤치 옆
(2F) 1번 출입구 근처 전동휠체어 충전기 옆",지상,1,지상,2,13,1000,운행,8053087
3호선,대저,2,,"(2F) 1번 출입구 근처 13번 개찰구 옆
(3F) 체육공원역 방향 승강장 4-3 출입문 앞",지상,2,지상,3,13,1000,운행,8037947
4호선,미남광장,1,9번,"(F1) 9번 출입구 뒤쪽
(B1) 9번 출입구 맨 안쪽",지하,1,지상,1,13,1000,운행,8057-124
4호선,미남광장,2,10번,"(F1) 10번 출입구 뒤쪽
(B1) 10번 출입구 맨 안쪽",지하,1,지상,1,13,1000,운행,8057-125
4호선,미남광장,3,13번,"(F1) 13번 출입구 뒤쪽
(B1) 13번 출입구 맨 안쪽",지하,1,지상,1,13,1000,운행,8057-126
